,Validity,hydralic_efficiency(-),Hemolysis_ratio(-),gap_width(mm),volute_constructor_parameter(-),volsp,outer_disk_radius(mm),inner_disk_radius(mm)
767,1,0.4045352034617808,2.924854093e-07,0.7553224229736096,0.2315121489553668,1.7845371226951383,25.0,5.0
768,1,0.4784903945793804,3.159453391e-07,0.4462256736349109,0.1559768851236519,1.887079350658648,25.0,5.0
769,1,0.4658533256859131,3.206254515e-07,0.456119282365751,0.2049956148396726,1.9798444712812544,25.0,5.0
770,1,0.4752882476078156,3.205273276e-07,0.4312069548213082,0.186775099860834,1.8346822055712109,25.0,5.0
771,1,0.3962319073298993,2.847079762e-07,0.7692552634960073,0.1843752518793796,1.965127938840668,25.0,5.0
772,1,0.4376599061983041,3.725500026e-07,0.5146633175454651,0.2309226555401339,1.8817907720487288,25.0,5.0
773,1,0.3861993718156854,3.243899616e-07,0.7682909387120634,0.1693310938228763,1.7906482972304352,25.0,5.0
774,1,0.3945246673445829,2.914751291e-07,0.7626816652463588,0.2398536923558273,1.8807768159665263,25.0,5.0
775,1,0.3883845295776449,2.812423988e-07,0.7949153521644443,0.1940706717756587,1.9283968866770609,25.0,5.0
776,1,0.3902031311599123,2.855633319e-07,0.7682591250029638,0.1928888899710973,1.8375779268137948,25.0,5.0
777,1,0.4533649015275371,3.489227648e-07,0.5167400951430744,0.177397243954981,1.5530588913294872,25.0,5.0
778,1,0.4492459652877904,3.771212278e-07,0.4196513591248478,0.2315812491054613,1.8724764255538693,25.0,5.0
779,1,0.3950715348590752,3.388239764e-07,0.7440674621446776,0.1638127573048767,1.7845371226951383,25.0,5.0
780,1,0.370259233484118,3.225550567e-07,0.8456194277664776,0.2070710308449817,1.814338355474116,25.0,5.0
781,1,0.400973359181349,2.869469231e-07,0.7553550551818754,0.2309226555401339,1.958193171081428,25.0,5.0
782,1,0.3898335733729613,2.976241116e-07,0.775848677960479,0.2183572275893187,1.6548017090819258,25.0,5.0
783,1,0.3830900622419871,2.844706398e-07,0.806794944882152,0.2099174944781259,1.853436642344624,25.0,5.0
784,1,0.4517759664927296,3.245897586e-07,0.566851091136319,0.1797600895333131,1.7841934122412832,25.0,5.0
785,1,0.3746263237039452,3.209925438e-07,0.8019839951573569,0.2070710308449817,1.559019427547634,25.0,5.0
786,1,0.491474714031903,3.033541464e-07,0.40212677362288,0.1677829289433814,1.8160649253547445,25.0,5.0
787,1,0.4176378398628363,4.574277351e-07,0.4556812585088344,0.2626702738278733,1.7297642775680604,25.0,5.0
788,1,0.4764204211456738,2.934990969e-07,0.4666347978448679,0.1760729685519936,1.8593278141769856,25.0,5.0
789,1,0.3930154312978566,2.997170651e-07,0.7593152143196639,0.2191864568180051,1.7042931996361284,25.0,5.0
790,1,0.3989963431502443,2.785715198e-07,0.7593112090181273,0.2000753846102415,1.965127938840668,25.0,5.0
791,1,0.3870011689872243,2.962429383e-07,0.7795212332369564,0.2494962192641052,1.8992686407352688,25.0,5.0
792,1,0.4003251621557429,2.864397985e-07,0.762369816992736,0.1936098343092584,1.8375779268137948,25.0,5.0
793,1,0.4014688726121941,2.827781199e-07,0.7553550551818754,0.2304331959013744,1.960775507629684,25.0,5.0
794,0,0.0,0.0,0.4361665054375276,0.1921068239004865,1.85940876376492,25.0,5.0
795,1,0.3903868376629712,2.904269536e-07,0.8101063251674857,0.2398536923558273,1.880695866378592,25.0,5.0
796,1,0.4252581762627271,4.201435127e-07,0.4281469692825963,0.2617545505307917,1.9917376459473293,25.0,5.0
797,1,0.4789107785842187,3.125718218e-07,0.4409517189803134,0.1593839898209561,1.8864437377210672,25.0,5.0
798,1,0.4188005261020546,3.300449635e-07,0.6924788200096071,0.2000692519545634,1.7807147744870335,25.0,5.0
799,1,0.3902651871173353,3.029387137e-07,0.7688082099585899,0.1773330670288125,1.876891818912637,25.0,5.0
800,1,0.3961254622127717,2.94576619e-07,0.7564687161419108,0.1954737225942181,1.7845371226951383,25.0,5.0
801,1,0.4100380130900807,2.986894135e-07,0.7349470693666331,0.2291588010316476,1.8478027600752305,25.0,5.0
802,1,0.4006796155282367,2.850691319e-07,0.7553550551818754,0.2319559461339588,1.9876798383140168,25.0,5.0
803,1,0.4000125661586629,2.744919426e-07,0.7705775652595146,0.1982098431990301,1.9668961163918668,25.0,5.0
804,1,0.3964205218255663,2.885629789e-07,0.7590313269861073,0.2070710308449817,1.7884310553466605,25.0,5.0
805,1,0.4231272911162853,3.661515934e-07,0.6577492571916868,0.2309226555401339,1.877461912349749,25.0,5.0
806,1,0.4000284772228083,2.781256607e-07,0.7593112090181273,0.1991199605619236,1.956072314897638,25.0,5.0
807,1,0.4044836168513389,2.909954435e-07,0.7552937486220658,0.2324675730036846,1.8568427454990817,25.0,5.0
808,1,0.381312950342554,3.064889349e-07,0.8341476989121963,0.2116423722090158,1.910242673232161,25.0,5.0
809,1,0.3878839268772044,2.856652103e-07,0.8204163303273271,0.2309226555401339,1.960775507629684,25.0,5.0
810,1,0.4666129242572534,3.03441585e-07,0.5161797082344587,0.1695578455766372,1.8857703143154287,25.0,5.0
811,1,0.4797027279022358,2.890866372e-07,0.4561160198398957,0.1683432934067366,1.8857703143154287,25.0,5.0
812,0,0.0,0.0,0.7554740037605936,0.1836334262845475,1.8857696592320548,25.0,5.0
813,1,0.4017788790305271,2.731581974e-07,0.7589884086754628,0.2181866168020581,1.9159266571867992,25.0,5.0
814,0,0.0,0.0,0.4426807571809339,0.1090193207391745,1.9607457712635985,25.0,5.0
815,1,0.3245978402297348,5.212336875e-07,0.7592158434647965,0.3488988213476264,1.8799614436088563,25.0,5.0
816,1,0.4077626760766045,3.974435645e-07,0.6725301133107416,0.1246947738476085,1.976813432215199,25.0,5.0
817,1,0.4067954525399598,2.916575548e-07,0.7347703989752856,0.1927250421402147,1.8081666744648812,25.0,5.0
818,1,0.3945476544120354,3.09264537e-07,0.7553550551818754,0.2472399309229771,1.746459157794245,25.0,5.0
819,1,0.4712472302455106,3.351490372e-07,0.4559932253712382,0.1293447502491621,1.8916755454143928,25.0,5.0
820,1,0.4159191789706145,3.202034061e-07,0.7049660379446494,0.2067832340684887,1.8094868288544768,25.0,5.0
821,1,0.4717994852437546,3.045455637e-07,0.5232562917468059,0.1803587589755833,1.9545895758212035,25.0,5.0
822,1,0.3882109586469046,3.317028147e-07,0.7499649216750336,0.1724331376515296,1.7191579812645794,25.0,5.0
823,1,0.4533331590826658,3.617374676e-07,0.4465659584904631,0.221478488819678,1.7694513915882335,25.0,5.0
824,1,0.4669415283233646,3.05481206e-07,0.5024155888689303,0.1780860811305979,1.803559640891428,25.0,5.0
825,1,0.3991390688978478,2.656222873e-07,0.7658793419945977,0.2136569627575644,1.9855426367751277,25.0,5.0
826,1,0.401096591045061,2.825562481e-07,0.7553550551818754,0.1992046670913453,1.969456937206273,25.0,5.0
827,1,0.4493350190536801,3.669963076e-07,0.4277931181162337,0.2301821847497787,1.953147872781844,25.0,5.0
828,1,0.4800020353382736,2.885655158e-07,0.4548601588912731,0.1683432934067366,1.8857703143154287,25.0,5.0
829,1,0.4623439532369499,3.065905338e-07,0.5289532333295812,0.1677829289433814,1.8523781220435376,25.0,5.0
830,1,0.486041050558395,3.135938652e-07,0.4309746034407967,0.170437389034621,1.7363908027601755,25.0,5.0
831,1,0.4016751239514476,2.8410158e-07,0.7553550551818754,0.2309658390696102,1.9603721369718103,25.0,5.0
832,1,0.3974383120187469,2.745321079e-07,0.7692599988114482,0.1948782928031696,1.965127938840668,25.0,5.0
833,1,0.3960571882609672,2.854088713e-07,0.7590703241518063,0.1981426618674415,1.8737211133043088,25.0,5.0
834,1,0.3987677379784362,2.87660261e-07,0.7461004494517502,0.2178666548733129,1.85425879005816,25.0,5.0
835,1,0.3922971457495866,2.839960473e-07,0.7802054605729221,0.2099174944781259,1.783714974981602,25.0,5.0
836,1,0.4519844768892717,3.709472782e-07,0.4006740000602571,0.2303198768357125,1.9748701602443877,25.0,5.0
837,1,0.3760131683466857,3.580189993e-07,0.8230016248761279,0.1683857076478027,1.8160649253547445,25.0,5.0
838,1,0.3973230747040056,2.752890864e-07,0.7736231674345615,0.2302252107543206,1.8928006477924308,25.0,5.0
839,1,0.484304779774318,2.822443778e-07,0.4386484462971481,0.1472228081017542,1.961048685291842,25.0,5.0
840,1,0.4643767106577689,3.435352691e-07,0.424400231381297,0.2064696801271703,1.7593680369037692,25.0,5.0
841,1,0.404756879966761,2.916122067e-07,0.7362723893748089,0.1937249557149683,1.9021065675055528,25.0,5.0
842,1,0.4000673782455378,2.67891597e-07,0.7677589310741293,0.2000753846102415,1.970577293500427,25.0,5.0
843,1,0.4800698489012221,3.153476116e-07,0.4398846479766906,0.1500536161092572,1.8541791258468272,25.0,5.0
844,1,0.4062375832631794,2.744062063e-07,0.7495756554223966,0.2137524428323469,1.965010904879712,25.0,5.0
845,1,0.3992075390798461,2.785268929e-07,0.7662075662761219,0.2303377158265919,1.874711957552134,25.0,5.0
846,1,0.3824271505536415,3.936949482e-07,0.7626816652463588,0.1300853178438526,1.8363336316641112,25.0,5.0
847,1,0.3941990340911952,2.812193941e-07,0.762369816992736,0.1936098343092584,1.8820211111162104,25.0,5.0
848,1,0.3859154875919705,2.9217282e-07,0.7948790679332177,0.2183572275893187,1.853436642344624,25.0,5.0
849,1,0.3940737920656129,2.869269098e-07,0.7626816652463588,0.1885317141565251,1.8807768159665263,25.0,5.0
850,1,0.4882032494905384,3.133292499e-07,0.4173834798592055,0.1677829289433814,1.7301146019882443,25.0,5.0
851,1,0.4859552164785967,3.035814408e-07,0.4061793406047,0.1614563228884915,1.8100978520025215,25.0,5.0
852,1,0.4771142283199989,3.101427196e-07,0.4551104152455304,0.1770141629649704,1.8084618247084707,25.0,5.0
853,1,0.4074959298902148,2.904729209e-07,0.7347703989752856,0.1917612220855453,1.9772834458261093,25.0,5.0
854,1,0.4759336256182932,3.255553305e-07,0.4355676949946465,0.1760729685519936,1.6477870974930977,25.0,5.0
855,1,0.3622478728771471,3.930300502e-07,0.7579735752192021,0.2965710084184007,1.880695866378592,25.0,5.0
856,1,0.4821174718539,3.116412283e-07,0.4358399832999658,0.1781598437941287,1.8160649253547445,25.0,5.0
857,1,0.4920082236983043,2.953834421e-07,0.4019115032189763,0.1760729685519936,1.9998269371074,25.0,5.0
858,1,0.4075427170378442,2.956245063e-07,0.7476356541663518,0.2003425421497377,1.8270988749151027,25.0,5.0
859,1,0.3953064857912089,2.979701545e-07,0.7553550551818754,0.2152581114653776,1.7277918970607862,25.0,5.0
860,1,0.481166852244891,2.918468649e-07,0.448264793171598,0.1563224482063408,1.970197558052882,25.0,5.0
861,1,0.4789601567687187,3.109269807e-07,0.4409517189803134,0.1593839898209561,1.8864437377210672,25.0,5.0
862,1,0.4030293833980746,2.937824123e-07,0.7347689414970364,0.2069949178307385,1.8081666744648812,25.0,5.0
863,1,0.3941031127831345,2.84620496e-07,0.7553550551818754,0.2181979405590266,1.8039379112173413,25.0,5.0
864,0,0.0,0.0,0.5676318865894665,0.1764862754116588,1.8593278141769856,25.0,5.0
865,1,0.3957142770477678,2.897433075e-07,0.7953757251220853,0.1936573649159934,1.9283968866770609,25.0,5.0
866,1,0.3983403958751595,2.814138618e-07,0.7531013299477056,0.2081115119701494,1.8813558450012768,25.0,5.0
867,1,0.4859160688991351,2.859558962e-07,0.4400994641583102,0.1760503429103009,1.977593171642164,25.0,5.0
868,1,0.4750037188640755,3.215460939e-07,0.4028063959649184,0.1965890398217565,1.9659083778320123,25.0,5.0
869,0,0.0,0.0,0.7481884568947894,0.0757298265797157,1.7403755425880527,25.0,5.0
870,1,0.3773347428726336,4.293831127e-07,0.9546467789558548,0.2099174944781259,1.853436642344624,25.0,5.0
871,1,0.3838232285132852,2.925969006e-07,0.8069609391961495,0.2099174944781259,1.853436642344624,25.0,5.0
872,1,0.4735320228326416,3.136978382e-07,0.4725667468997911,0.1683432934067366,1.7817174986418065,25.0,5.0
873,1,0.4032509849630936,2.855373976e-07,0.7375,0.2070710308449817,1.8885899383686475,25.0,5.0
874,1,0.4185732296925621,2.923010551e-07,0.715610809632293,0.2116423722090158,1.9492626688957075,25.0,5.0
875,1,0.4008641794211066,2.869883526e-07,0.7626165705217923,0.1909841812563076,1.8375779268137948,25.0,5.0
876,1,0.3964508919150381,2.724390954e-07,0.7699922427985257,0.2002964371427774,1.9673300320885985,25.0,5.0
877,1,0.4099630669935442,3.015575101e-07,0.7323068107911768,0.2307016030075979,1.958193171081428,25.0,5.0
878,1,0.4856250231063599,2.851352039e-07,0.4409517189803134,0.172965276874959,1.9615994145562168,25.0,5.0
879,1,0.4864977849408744,3.026826465e-07,0.4030679074705307,0.1608092310144828,1.8861991937603264,25.0,5.0
880,1,0.4798555069451192,2.867427351e-07,0.4548367623673068,0.1683432934067366,1.8811964053536867,25.0,5.0
881,0,0.0,0.0,0.4236310344278206,0.1563224482063408,1.9919658662012445,25.0,5.0
882,1,0.3923809913125096,3.058526091e-07,0.754685300763547,0.1683432934067366,1.8857721130031055,25.0,5.0
883,1,0.4453875617029267,3.659685667e-07,0.4567901917622526,0.2309226555401339,1.8813540463136,25.0,5.0
884,1,0.4466414069537568,3.627003111e-07,0.448264793171598,0.2313906523429385,1.9701969155643224,25.0,5.0
885,1,0.3913869666038912,3.455694824e-07,0.7553550551818754,0.1558544514035362,1.859057122544567,25.0,5.0
886,1,0.3969118635294681,2.707627043e-07,0.7658793419945977,0.2136569627575644,1.934709069382658,25.0,5.0
887,1,0.3988974680533899,2.849129799e-07,0.7590313269861073,0.2335498228931621,1.9789795156310377,25.0,5.0
888,1,0.4029602576502291,2.870578303e-07,0.7625695458952343,0.2319559461339588,1.7958078084479026,25.0,5.0
889,1,0.4019960721275693,2.848646069e-07,0.7554020798084334,0.1909841812563076,1.910916918059218,25.0,5.0
890,1,0.4667717023214867,3.357212034e-07,0.4020151683068546,0.2105362100602302,1.9984786779817567,25.0,5.0
891,1,0.4695920503334429,3.332499811e-07,0.4029642423826524,0.2054552586562526,1.8857978979408447,25.0,5.0
892,1,0.3980875674775604,2.787775463e-07,0.7662075662761219,0.2303377158265919,1.83933192185853,25.0,5.0
893,1,0.4883782097127645,3.1402889e-07,0.4173834798592055,0.1677829289433814,1.7301146019882443,25.0,5.0
894,0,0.0,0.0,0.7538571865359758,0.0955826583490965,1.8828381118274895,25.0,5.0
895,1,0.4667838596005944,3.480952154e-07,0.400808962857761,0.2081115119701494,1.8086155851763084,25.0,5.0
896,1,0.491498939200488,3.117098723e-07,0.4006178810185513,0.1693310938228763,1.7910832242778905,25.0,5.0
897,1,0.4927625159066629,2.986338071e-07,0.4034388776202332,0.1677829289433814,1.884408307556056,25.0,5.0
898,1,0.4715994037273104,3.214512186e-07,0.4670820073337392,0.1622926061608275,1.8160649253547445,25.0,5.0
899,1,0.3822221068930042,3.285853089e-07,0.764605767544507,0.2672372055668873,1.9760782186878327,25.0,5.0
900,1,0.3678390209149704,3.707842602e-07,0.7611506469708181,0.2893744233580013,1.9842807616256413,25.0,5.0
901,1,0.384158708296417,2.893082838e-07,0.806794944882152,0.2099174944781259,1.8541474149876849,25.0,5.0
902,1,0.406937417441065,2.895572692e-07,0.7531013299477056,0.2271943702944097,1.8096315079776937,25.0,5.0
903,1,0.4275186094617685,3.844795526e-07,0.6394165190399246,0.2311488172477216,1.9603721369718103,25.0,5.0
904,1,0.4022203217358877,2.858721907e-07,0.7488743644095386,0.192025810557751,1.956072314897638,25.0,5.0
905,1,0.3997280763738669,2.76150095e-07,0.7593112090181273,0.2000706125894239,1.965127938840668,25.0,5.0
906,1,0.3782149659338554,3.316035341e-07,0.8556224753218357,0.1940706717756587,1.9283968866770609,25.0,5.0
907,1,0.3804999119609185,3.448603928e-07,0.7553550551818754,0.2685774320709938,1.6786210802169923,25.0,5.0
908,1,0.4560706987295103,4.142858855e-07,0.4076612140894054,0.0903853839049311,1.777454432166065,25.0,5.0
909,1,0.4843435265957411,2.889495149e-07,0.448264793171598,0.1782303789404705,1.970197558052882,25.0,5.0
910,1,0.3897077671568738,2.840796972e-07,0.7658793419945977,0.2129404509542073,1.7851709640651257,25.0,5.0
911,1,0.3849969235095226,3.099163203e-07,0.7634050423466137,0.1945735170888314,1.6452381740569006,25.0,5.0
912,1,0.4331923180204165,3.566301906e-07,0.6478078535310962,0.2069949178307385,1.8081666744648812,25.0,5.0
913,1,0.4827031716901647,2.888440256e-07,0.4551104152455304,0.1760503429103009,1.977593171642164,25.0,5.0
914,1,0.4077273370438983,2.710246923e-07,0.7585956425747424,0.2178043892255913,1.994580043322598,25.0,5.0
915,1,0.4791628372344737,3.216941995e-07,0.4298304780671139,0.1431708617085098,1.788721197360035,25.0,5.0
916,1,0.373825495510741,3.236633224e-07,0.8624603499985675,0.244029623475457,1.8330615865225128,25.0,5.0
917,1,0.4061964689294427,2.916656922e-07,0.7512797475173422,0.2070710308449817,1.9049519349260484,25.0,5.0
918,1,0.4061577666198823,3.114651517e-07,0.7187173499520161,0.1927202719828235,1.8081666744648812,25.0,5.0
919,1,0.4568768868623187,3.380272822e-07,0.5759919747909208,0.1936146044666496,1.8820211111162104,25.0,5.0
920,1,0.424049997109561,3.643438366e-07,0.6575452356642699,0.1659332675060897,1.785830008823788,25.0,5.0
921,1,0.4672915168915142,3.232777052e-07,0.4355676949946465,0.2078812326837018,1.9879748160566657,25.0,5.0
922,1,0.4008425235352672,2.838725814e-07,0.7551783509676852,0.2325676146143389,1.98698338787698,25.0,5.0
923,1,0.39759945167093,2.900920617e-07,0.7489361151219884,0.1999753429995872,1.8593163554792125,25.0,5.0
924,1,0.3911728479361013,2.804016015e-07,0.7681573173349041,0.1937816316429487,1.8375779268137948,25.0,5.0
925,1,0.3983822492692722,2.69810228e-07,0.7619714307319612,0.2016596955914162,1.970577293500427,25.0,5.0
926,1,0.4918781471253422,3.09907467e-07,0.401899584059938,0.1693310938228763,1.7910832242778905,25.0,5.0
927,1,0.4747079234894447,3.00026601e-07,0.4995229095741269,0.1801470752133335,1.9559098232918393,25.0,5.0
928,1,0.4764404624038225,3.096341572e-07,0.4591546498493364,0.1695489151051057,1.7990189325802948,25.0,5.0
929,1,0.4014014942718658,3.005278228e-07,0.7422966661043362,0.22439413515441,1.7696535193690224,25.0,5.0
930,1,0.4882206759373776,3.138670612e-07,0.4170246269601057,0.1674532818100782,1.7315817235544249,25.0,5.0
931,1,0.4643742735445915,3.12860831e-07,0.4966427340074296,0.1329202785923624,1.959575498769372,25.0,5.0
932,1,0.3982929236024724,2.891891782e-07,0.7553550551818754,0.2355027866877724,1.969456937206273,25.0,5.0
933,1,0.4023897471863631,2.725356384e-07,0.7705362446955044,0.2000753846102415,1.9781968249954889,25.0,5.0
934,1,0.490748692374519,3.128686551e-07,0.4061793406047,0.1676808516301707,1.7251866384379009,25.0,5.0
935,1,0.4420095894310137,3.959767831e-07,0.4173834798592055,0.240017587204044,1.7773648252128715,25.0,5.0
936,1,0.4735590034864104,3.264780281e-07,0.4559932253712382,0.1370079964186475,1.8840518683472067,25.0,5.0
937,1,0.4844360707626462,2.822801656e-07,0.4386484462971481,0.1472228081017542,1.9627671299833016,25.0,5.0
938,1,0.3955356314851203,2.802365943e-07,0.7693419597180942,0.1846801077999593,1.9652929802927936,25.0,5.0
939,1,0.4847378913799951,2.85062197e-07,0.442624321707173,0.17315758869623,1.9591863293591247,25.0,5.0
940,1,0.4004366474464861,2.761030009e-07,0.7553550551818754,0.2072366423199882,1.9603721369718103,25.0,5.0
941,1,0.4013293295646396,2.82140227e-07,0.754759307176732,0.2309658390696102,1.944877221984804,25.0,5.0
942,1,0.485958742491822,2.860819428e-07,0.4426711173966799,0.1760503429103009,1.9904765093434549,25.0,5.0
943,1,0.4821268195672597,2.845611384e-07,0.4401091039425643,0.1405533856163987,1.9598365175523047,25.0,5.0
944,1,0.3939341400198086,3.111567014e-07,0.7554104042954655,0.1879241535065408,1.6640164248149207,25.0,5.0
945,1,0.3985899399716433,2.75978014e-07,0.7589759778725171,0.2069000921840245,1.9327627106647416,25.0,5.0
946,1,0.3959034785868061,2.992221083e-07,0.762369816992736,0.1753830599051541,1.8375779268137948,25.0,5.0
947,1,0.396628516156096,2.76197586e-07,0.7699922427985257,0.2002964371427774,1.9673300320885985,25.0,5.0
948,1,0.4651083942542679,3.298573608e-07,0.4326919484287589,0.2114282676502754,1.9994502172060171,25.0,5.0
949,1,0.4334869218734118,4.125153885e-07,0.4019115032189763,0.2522920714790079,1.9702283450406948,25.0,5.0
950,1,0.4788644951354222,2.907015197e-07,0.4647528438342611,0.177933749412614,1.9253964308618503,25.0,5.0
951,1,0.483725289825475,2.847683245e-07,0.4409517189803134,0.1469764865492346,1.9616336487196933,25.0,5.0
952,1,0.3881986950778479,3.381955483e-07,0.7692552634960073,0.1568731997507068,1.8962811590852915,25.0,5.0
953,1,0.4785052714363295,2.976634518e-07,0.4559932253712382,0.1867611989243946,1.970029092341245,25.0,5.0
954,1,0.4757802262345727,2.921196012e-07,0.4559932253712382,0.162291706626721,1.8963829244322667,25.0,5.0
955,1,0.3964864326079899,3.060913566e-07,0.7699922427985257,0.1660244991669231,1.9603783694020276,25.0,5.0
956,1,0.4866242239600825,3.123601594e-07,0.4079790314815008,0.1472228081017542,1.8454555566446027,25.0,5.0
957,1,0.4842146456608982,2.792806346e-07,0.4366933238899598,0.1563224482063408,1.9589065799706495,25.0,5.0
958,0,0.0,0.0,0.7589884086754628,0.1721289214523396,1.9159266571867992,25.0,5.0
959,1,0.4612502935186139,3.547035422e-07,0.4030679074705307,0.2179127789942329,1.8861991937603264,25.0,5.0
960,1,0.4859049011894322,2.858689553e-07,0.4400994641583102,0.1760503429103009,1.976038541911851,25.0,5.0
961,1,0.4927665956952163,2.996503287e-07,0.4034388776202332,0.1677829289433814,1.8859626559359377,25.0,5.0
962,1,0.3388129324457272,7.119845784e-07,0.4302926955508161,0.3732907392184253,1.9771288949836392,25.0,5.0
963,1,0.3976811350179392,2.801877253e-07,0.7814558627768922,0.1992829152535456,1.962667344568066,25.0,5.0
964,1,0.3767683472641592,3.120420983e-07,0.8586863079432336,0.2255864482163949,1.8813558450012768,25.0,5.0
965,1,0.4812746768887321,3.063371088e-07,0.442624321707173,0.17315758869623,1.8084007950479488,25.0,5.0
966,1,0.477588120439033,2.940904587e-07,0.4386484462971481,0.1279170952726421,1.969944101373701,25.0,5.0
967,1,0.4396182236840449,3.50944441e-07,0.6472258704627054,0.2084697034068843,1.8885899383686475,25.0,5.0
968,1,0.3807193454144865,3.417246311e-07,0.7553550551818754,0.2713047251331052,1.9606739013581755,25.0,5.0
969,1,0.3956292868945672,2.767740258e-07,0.7699922427985257,0.2006226693125485,1.9674316383601067,25.0,5.0
970,1,0.3992293771294634,2.736219542e-07,0.7616104288995534,0.2000753846102415,1.9919512607132173,25.0,5.0
971,1,0.3975192378314032,2.652856549e-07,0.7708972465279121,0.2138975092975701,1.970577293500427,25.0,5.0
972,1,0.4001294510684176,2.661594463e-07,0.7658793419945977,0.2138147732467136,1.9972472861757755,25.0,5.0
973,1,0.3836402209593116,4.308949464e-07,0.9830409003276922,0.2001386266536281,1.9776173932933647,25.0,5.0
974,1,0.3964385515268983,2.729864024e-07,0.7706869735000973,0.2032123088050293,1.9668961163918668,25.0,5.0
975,0,0.0,0.0,0.6755009705073942,0.0515249728125803,1.965127938840668,25.0,5.0
976,1,0.3935065919729273,3.105976087e-07,0.7621046572782282,0.1693310938228763,1.953290546731954,25.0,5.0
977,1,0.4745532344350072,3.239872063e-07,0.4041511515385536,0.1916146097556786,1.7938647498212963,25.0,5.0
978,1,0.4924692765287834,3.079569587e-07,0.40212677362288,0.169363505726997,1.8160649253547445,25.0,5.0
979,1,0.4916224022569245,3.075204563e-07,0.401899584059938,0.1677505170392606,1.7910832242778905,25.0,5.0
980,1,0.3931709505773196,5.473844204e-07,0.4006178810185513,0.2996324556796753,1.7918439687538692,25.0,5.0
981,1,0.3720476645779752,3.45986791e-07,0.8621585428159954,0.1974378473961251,1.7641389798714706,25.0,5.0
982,1,0.3934938166191835,2.799560904e-07,0.7621180831103075,0.2194306265510098,1.8391831100675569,25.0,5.0
983,1,0.4231927728763442,3.481537464e-07,0.6629276227177278,0.1617103402099629,1.9707253863454213,25.0,5.0
984,1,0.4798555069451192,2.867427351e-07,0.4548367623673068,0.1683432934067366,1.8811964053536867,25.0,5.0
985,1,0.3945915787019999,3.081052069e-07,0.7686085270745169,0.160813467895974,1.9047616808829104,25.0,5.0
986,1,0.4758081102821696,3.169196841e-07,0.4559932253712382,0.181610529646812,1.727842983966001,25.0,5.0
987,1,0.4855954570401598,3.088516698e-07,0.4170246269601057,0.1776290480909334,1.8895090538603256,25.0,5.0
988,1,0.4704220427029473,3.386006358e-07,0.4060679318204519,0.1962523973390001,1.7146490113429769,25.0,5.0
989,0,0.0,0.0,0.4672107388556468,0.176264646401993,1.965010904879712,25.0,5.0
990,1,0.3976601981590693,2.698769228e-07,0.7705362446955044,0.2000753846102415,1.997905716405952,25.0,5.0
991,1,0.4821471570799986,2.861323457e-07,0.4548601588912731,0.1683432934067366,1.937189809697761,25.0,5.0
992,1,0.4040494497816344,2.708838795e-07,0.7558107348330164,0.2136569627575644,1.965010904879712,25.0,5.0
993,1,0.3985924614382381,2.782776581e-07,0.7654236623434568,0.2309226555401339,1.960775507629684,25.0,5.0
994,1,0.3974383120187469,2.745321079e-07,0.7692599988114482,0.1948782928031696,1.965127938840668,25.0,5.0
995,1,0.486273285830289,2.956707048e-07,0.4030679074705307,0.1608092310144828,1.9620282944480996,25.0,5.0
996,1,0.3950429038799234,2.690432427e-07,0.7712757306031394,0.1982098431990301,1.9450403407550152,25.0,5.0
997,1,0.3943487250462431,3.116735281e-07,0.7540611418331072,0.2508019221947189,1.966732997621656,25.0,5.0
998,1,0.4848390784367842,2.88828111e-07,0.442624321707173,0.1782657618195961,1.9591863293591247,25.0,5.0
999,1,0.4837858434140501,2.878784944e-07,0.448264793171598,0.1731222058171045,1.970197558052882,25.0,5.0
1000,1,0.4920813286111057,2.908215578e-07,0.4061427826645105,0.1676808516301707,1.990441640642952,25.0,5.0
1001,1,0.4838435175279097,3.084494672e-07,0.4002257536881083,0.1581988346352302,1.730440874220095,25.0,5.0
1002,1,0.4105699973431458,2.830223222e-07,0.7368906307879163,0.2181866168020581,1.9159266571867992,25.0,5.0
1003,0,0.0,0.0,0.7924989373260833,0.0806922518853656,1.970577293500427,25.0,5.0
1004,1,0.4003149588130346,2.845751875e-07,0.7553133722703901,0.2309226555401339,1.8813558450012768,25.0,5.0
1005,1,0.3985923781196734,2.806615139e-07,0.7531430128591908,0.2081115119701494,1.8813558450012768,25.0,5.0
1006,1,0.3889162823010928,3.23436654e-07,0.7694103940033826,0.1472417610070123,1.984842330820474,25.0,5.0
1007,1,0.4750907330062653,2.92791763e-07,0.4595107862573669,0.1651056536594341,1.8777496034019467,25.0,5.0
1008,1,0.3666155662590581,3.811363737e-07,0.754759307176732,0.2916382102934646,1.944877221984804,25.0,5.0
1009,1,0.4591152126065854,3.400766731e-07,0.4401091039425643,0.2174749518149889,1.9598365175523047,25.0,5.0
1010,1,0.4778374313620967,3.247257689e-07,0.4309746034407967,0.155876459886415,1.7299266402595703,25.0,5.0
1011,1,0.4707995166196406,3.003135662e-07,0.4830514160259892,0.1677829289433814,1.8012312511143302,25.0,5.0
1012,1,0.491701916303262,3.112397394e-07,0.401899584059938,0.1693310938228763,1.7868549062153392,25.0,5.0
1013,1,0.3832756645653307,2.952951454e-07,0.8350760476491815,0.2218259034807042,1.970577293500427,25.0,5.0
1014,1,0.3954344669372338,3.450850846e-07,0.8482859461610908,0.1699006050927486,1.9159266571867992,25.0,5.0
