,Validity,hydralic_efficiency(-),Hemolysis_ratio(-),gap_width(mm),volute_constructor_parameter(-),volsp,outer_disk_radius(mm),inner_disk_radius(mm)
265,1,0.4384334358360497,3.8244081e-07,0.525,0.2270439932514853,1.6192814526572834,25.0,5.0
266,1,0.369693237037679,3.932830219e-07,0.7375,0.2870215322204114,1.6934961762462537,25.0,5.0
267,1,0.3829478032030608,3.067793821e-07,0.8076063168342731,0.2533467498853547,1.8813558450012768,25.0,5.0
268,1,0.3069721781895766,6.684528184e-07,1.2174173894798812,0.2600140721874555,1.4353778976600655,25.0,5.0
269,1,0.2698907084340632,6.80990204e-07,1.881870595521192,0.3427826610590984,1.730807816084888,25.0,5.0
270,1,0.3699347816407246,3.94976916e-07,0.7375,0.2865831975894129,1.6839409377222634,25.0,5.0
271,1,0.4014579736561888,3.637427088e-07,0.7000000000000001,0.2537850845163533,1.9466021675340277,25.0,5.0
272,1,0.3698505499605134,7.314049414e-07,0.7375,0.176640625,0.2839660097583878,25.0,5.0
273,1,0.3299534065862004,5.221195787e-07,0.8951262515005581,0.350351193206108,1.794437523129043,25.0,5.0
274,1,0.4326413689158375,4.371051985e-07,0.5875,0.205224229363819,1.2702477491897972,25.0,5.0
275,1,0.4272087787289591,4.982298577e-07,0.5174736409372098,0.2084391378355699,0.3597974248987207,25.0,5.0
276,1,0.2740445730622262,9.839700163e-07,0.8442134209681508,0.4702530622439597,1.8817432196286337,25.0,5.0
277,1,0.345534430815072,5.761502695e-07,0.976303272929558,0.3445708417795312,1.5939554183394762,25.0,5.0
278,1,0.3209545880013471,7.363951269e-07,0.6766235640889067,0.34328125,0.5453125,25.0,5.0
279,1,0.3377009367694213,5.13214276e-07,0.7267844696781451,0.3005119838783571,0.7618070428078174,25.0,5.0
280,1,0.3518892218187843,7.946103388e-07,0.806120274963258,0.1773696275972329,0.3582360007156699,25.0,5.0
281,1,0.3616748528613594,4.296623084e-07,0.8581878804804812,0.1763761101764183,1.4875395749502207,25.0,5.0
282,1,0.4317408711850522,4.030548886e-07,0.4787259617316176,0.2213189420689091,0.5297234362885551,25.0,5.0
283,1,0.3332868661021592,6.433021172e-07,1.2137283968372137,0.3312437672708609,1.0244258691905006,25.0,5.0
284,1,0.4294750227112457,3.761550578e-07,0.5855858520702801,0.2323496259388708,1.8857703143154287,25.0,5.0
285,0,0.0,0.0,0.7896589810364556,0.0674395129601414,1.3608658164440852,25.0,5.0
286,1,0.400342015476815,6.24255044e-07,0.5875,0.102578125,1.3062846079800725,25.0,5.0
287,1,0.3299121898081315,5.419943777e-07,1.1193420070345268,0.3139488049831931,1.4392588524875287,25.0,5.0
288,1,0.4424255662701932,4.658860235e-07,0.4492117809776621,0.102578125,1.3561180980300074,25.0,5.0
289,1,0.4260229460776846,4.436899729e-07,0.4668276479477926,0.220376827163935,0.4161742309717329,25.0,5.0
290,1,0.3049178495378675,7.48031865e-07,1.125,0.2700750106880623,0.1665652749604682,25.0,5.0
291,1,0.347838512417848,5.121857202e-07,0.8500000000000001,0.2084391378355699,0.9038301579542084,25.0,5.0
292,1,0.3917469500623912,3.188209751e-07,0.7553550551818754,0.2537850845163533,1.8813558450012768,25.0,5.0
293,0,0.0,0.0,0.7270228408040758,0.102578125,1.3957844079384805,25.0,5.0
294,1,0.3681169782373524,5.291814295e-07,0.861108810403829,0.2362334297225359,0.4866956714853796,25.0,5.0
295,1,0.4387390757418726,4.061523698e-07,0.5927213472338653,0.2217450986410346,1.518053924234526,25.0,5.0
296,1,0.3122675709747239,6.935940592e-07,1.2000000000000002,0.3823531068960121,1.05,25.0,5.0
297,1,0.3994575552210722,3.678384021e-07,0.7000000000000001,0.256875,1.98172399728162,25.0,5.0
298,1,0.3237111185475917,5.441389889e-07,1.3491952666444873,0.24453125,1.8148884514864163,25.0,5.0
299,1,0.3636552411468098,4.3183286e-07,0.744463446875564,0.1662356540978611,1.3729898374295728,25.0,5.0
300,1,0.4572053404506127,3.733813222e-07,0.4650190800504397,0.1909645790450817,1.2697858521493457,25.0,5.0
301,1,0.3965788252168431,6.869306119e-07,0.5872337641760388,0.1006245515758967,0.5734934456818026,25.0,5.0
302,1,0.4510396622155044,4.488650783e-07,0.4174322350264608,0.1026031717996589,1.3282908204291055,25.0,5.0
303,1,0.4604496059641508,4.506954053e-07,0.5490936265489016,0.1780425210423339,0.3941209397169004,25.0,5.0
304,1,0.4413435529076482,3.655694304e-07,0.5771222032841846,0.2176214015653403,1.7328125,25.0,5.0
305,0,0.0,0.0,1.2336026889270413,0.1573214591986144,1.3692522294979033,25.0,5.0
306,1,0.3083672952038224,7.130781626e-07,1.2197720531115044,0.2454631333415188,1.3631428173536038,25.0,5.0
307,1,0.4223986288239385,4.449336555e-07,0.5875,0.102578125,1.708566643710234,25.0,5.0
308,1,0.3700865567039816,3.922904591e-07,0.7375,0.2865831975894129,1.694294855581712,25.0,5.0
309,1,0.326497378125291,5.422064472e-07,1.2452423926716758,0.24453125,1.732013820664542,25.0,5.0
310,1,0.3553568188346445,5.887445026e-07,0.5850717948325925,0.3185983638610769,1.929814545822644,25.0,5.0
311,1,0.364625015504661,6.439540368e-07,0.4320805226580667,0.324761011138923,1.1285368766169297,25.0,5.0
312,1,0.4153633760930174,5.279520894e-07,0.5654142778815561,0.1737086427131945,0.5041493054486037,25.0,5.0
313,1,0.4619620828981408,3.359739291e-07,0.5174648081652778,0.1760729685519936,1.618029708287501,25.0,5.0
314,1,0.2325854506163936,1.3910552841e-06,0.5933107789717325,0.510320385109613,1.898155218817856,25.0,5.0
315,1,0.3311955977103082,6.110975178e-07,1.1500189415043915,0.3310861676962941,1.0725742154307256,25.0,5.0
316,1,0.3715020148749474,3.980254946e-07,0.938225771779834,0.2584200615009692,1.8697410370562704,25.0,5.0
317,0,0.0,0.0,0.4174322350264608,0.1790734805495892,0.2664192617926629,25.0,5.0
318,1,0.4602283440986211,3.541711267e-07,0.4959636763577109,0.1728221779206797,1.4359375,25.0,5.0
319,1,0.378983391461,4.053055344e-07,0.6950469941444208,0.2689208383726636,1.3432095981126595,25.0,5.0
320,1,0.4469793744199664,3.849437494e-07,0.475,0.21984375,1.4359375,25.0,5.0
321,1,0.3536783880633337,4.966613528e-07,0.9375,0.275390625,1.06484375,25.0,5.0
322,1,0.4591197253850266,3.113841849e-07,0.5540588862984901,0.1801470752133335,1.8813558450012768,25.0,5.0
323,1,0.3669906468635426,6.343108783e-07,0.596587994902643,0.2916137770177802,0.582346757056826,25.0,5.0
324,1,0.3988027629466312,2.926068055e-07,0.7375,0.2070710308449817,1.7845371226951383,25.0,5.0
325,1,0.374249118826149,4.280570615e-07,0.7054502951770479,0.2868291949123257,1.702497147634253,25.0,5.0
326,1,0.4271387447384766,4.800251746e-07,0.5174736409372098,0.2056522697386027,0.3597974248987207,25.0,5.0
327,1,0.3528144366934574,5.074343845e-07,0.7000000000000001,0.3160148191612195,1.7432079776063951,25.0,5.0
328,1,0.358304460629742,4.839203124e-07,0.961553222971921,0.2481267489781038,1.4934257027085998,25.0,5.0
329,1,0.4372514482829173,5.739393684e-07,0.4608438950473666,0.1449204553006004,0.4236574934065436,25.0,5.0
330,1,0.4126012336179072,4.472295117e-07,0.5311984519643479,0.2562698796706384,1.1685935844168127,25.0,5.0
331,1,0.4362162455083335,3.629259967e-07,0.6376337261100494,0.1780817940947689,1.803436794670824,25.0,5.0
332,1,0.2519604105621395,1.2649433993e-06,0.4205380945975011,0.4051287133807703,0.4165880807149558,25.0,5.0
333,1,0.4253087755113475,4.33662764e-07,0.4295701840241772,0.2493422469747323,1.2959139871303085,25.0,5.0
334,0,0.0,0.0,0.8055514295781402,0.1062916846793965,1.8813558450012768,25.0,5.0
335,1,0.3597120985185057,5.713845093e-07,0.5895548872583156,0.3140898969847412,1.708566643710234,25.0,5.0
336,1,0.3931603886022743,3.229225729e-07,0.7458710389529417,0.2537850845163533,1.881231495032368,25.0,5.0
337,1,0.3794921799257072,3.207967131e-07,0.8544069382685558,0.2571977896353912,1.8546500162731552,25.0,5.0
338,0,0.0,0.0,0.4174322350264608,0.0299401924263758,1.3286810615100233,25.0,5.0
339,1,0.4208233457952774,4.508107965e-07,0.629683442090981,0.2070610044690132,0.5037590703182443,25.0,5.0
340,0,0.0,0.0,0.5399314356241129,0.0285376910568723,1.359161108357366,25.0,5.0
341,1,0.4462465537459853,4.234632208e-07,0.4492117809776621,0.102578125,1.4139499853803352,25.0,5.0
342,1,0.4242298249265883,3.230258983e-07,0.6860911471544228,0.2084391378355699,1.8539981857755723,25.0,5.0
343,1,0.3326123345845078,6.948147445e-07,0.6837047475546563,0.3331440288231193,0.5311578245754626,25.0,5.0
344,1,0.3909357931831289,5.503969372e-07,0.5174736409372098,0.2655060563353289,0.5041493054486037,25.0,5.0
345,1,0.3869977473167282,6.662988966e-07,0.585723598336741,0.102578125,1.1970916304915002,25.0,5.0
346,1,0.4202959974755887,4.631676314e-07,0.5875,0.2303398429695113,1.106599695971215,25.0,5.0
347,1,0.4359760781183253,3.64110168e-07,0.5855858520702801,0.2234530336115092,1.903328404894228,25.0,5.0
348,1,0.4021058127289847,3.527975527e-07,0.7023300327440447,0.2078414183938568,1.4397793873003948,25.0,5.0
349,1,0.4654690763849117,3.365862729e-07,0.4359110036950745,0.200103932648758,1.7500818440438706,25.0,5.0
350,1,0.3816747623858335,3.615395824e-07,0.7545740576796245,0.2402467590274132,1.2702477491897972,25.0,5.0
351,1,0.4118118291991729,4.119466403e-07,0.58828099750229,0.2537850845163533,1.8940977575379023,25.0,5.0
352,1,0.4263404847727205,4.85340704e-07,0.5352992702642884,0.1951598600489264,0.4236574934065436,25.0,5.0
353,1,0.3472648572928985,7.001578248e-07,0.4297297586846625,0.3533139795725767,1.6140625,25.0,5.0
354,1,0.4549745119141669,4.010387879e-07,0.4642291995343262,0.1610059086449777,1.2758984043952812,25.0,5.0
355,1,0.4228954656824921,4.918541742e-07,0.4320223418707,0.1869083228264269,0.5451612475796842,25.0,5.0
356,1,0.3636552411468098,4.3183286e-07,0.744463446875564,0.1662356540978611,1.3729898374295728,25.0,5.0
357,1,0.4533064999210015,4.491972717e-07,0.4492117809776621,0.102578125,1.4113923437377007,25.0,5.0
358,1,0.3751322029256782,4.189289695e-07,0.7098325618885742,0.2865831975894129,1.854351628636236,25.0,5.0
359,0,0.0,0.0,0.5897846678819969,0.075262346873327,1.7082309155408433,25.0,5.0
360,1,0.3807705341160433,5.895416374e-07,0.6733100187213158,0.102578125,1.3062846079800725,25.0,5.0
361,1,0.3990870830677846,3.720506738e-07,0.7000000000000001,0.256875,1.920793796504392,25.0,5.0
362,1,0.4440214766642848,4.581511693e-07,0.4492117809776621,0.102578125,1.374852253211818,25.0,5.0
363,1,0.43027050586073,4.321673319e-07,0.4668276479477926,0.220376827163935,0.3974409134047309,25.0,5.0
364,1,0.3919042001717086,3.159561127e-07,0.7553550551818754,0.2537850845163533,1.9035701852366276,25.0,5.0
365,1,0.4009667989581998,2.854502155e-07,0.7553550551818754,0.2309226555401339,1.8813558450012768,25.0,5.0
366,1,0.4284828476313864,4.230196733e-07,0.5875,0.1687931104856979,1.4029922437312543,25.0,5.0
367,1,0.4505274895899523,4.811616737e-07,0.4174322350264608,0.1753038265005373,0.3531572474888072,25.0,5.0
368,1,0.366021594853835,6.181714695e-07,0.4344362834419365,0.324765625,1.6416245410566164,25.0,5.0
369,1,0.4755183023137447,3.260379189e-07,0.4378016678316319,0.1760729685519936,1.564610817971546,25.0,5.0
370,1,0.4287941196180456,3.871594696e-07,0.6376337261100494,0.224776384036194,1.5124235260305292,25.0,5.0
371,1,0.4795999814573473,3.425179187e-07,0.4551484150813336,0.1212045703936869,1.8035772173249385,25.0,5.0
372,1,0.396556732161534,5.049148236e-07,0.6274746696939245,0.2441205614200807,0.4723429210253428,25.0,5.0
373,1,0.4598390064260142,3.324848357e-07,0.4723455030774327,0.2086735039410788,1.8044775523678,25.0,5.0
374,1,0.3997819987116342,3.70028552e-07,0.6975537851750431,0.256875,1.98172399728162,25.0,5.0
375,1,0.4274315941931389,3.855962168e-07,0.6400799409350064,0.2296349284362754,1.803436794670824,25.0,5.0
376,1,0.3793318876897506,5.598843156e-07,0.5200233467508181,0.298400499147866,1.3891241253025015,25.0,5.0
377,1,0.3733151051382956,5.106045767e-07,0.7267844696781451,0.1789065260344143,0.7673044522315985,25.0,5.0
378,1,0.341153460851791,4.710538847e-07,0.7536277188895651,0.3271264386719024,1.854084247783342,25.0,5.0
379,1,0.382898820780094,3.054507273e-07,0.8076063168342731,0.2533467498853547,1.8813558450012768,25.0,5.0
380,1,0.4196572510016044,3.053604355e-07,0.6906271048723039,0.199243133792855,1.9673300320885985,25.0,5.0
381,1,0.3679269068594102,7.361599656e-07,0.7375,0.176841850190367,0.3619774241192929,25.0,5.0
382,1,0.4319915562656094,4.208114858e-07,0.5250361556265737,0.19515625,0.540691124813756,25.0,5.0
383,1,0.4487777980994225,3.612563491e-07,0.517437485310636,0.2084391378355699,1.5775206179901335,25.0,5.0
384,1,0.4469793744199664,3.849437494e-07,0.475,0.21984375,1.4359375,25.0,5.0
385,1,0.4538360768130161,3.469161494e-07,0.525,0.19515625,1.6140625,25.0,5.0
386,1,0.399066341100677,3.610209665e-07,0.7071149354132893,0.2537850845163533,1.780053392103329,25.0,5.0
387,1,0.4737262142508601,3.437367591e-07,0.4421130352624177,0.1693310938228763,1.4113923437377007,25.0,5.0
388,1,0.3953003976641724,3.244127623e-07,0.744463446875564,0.1659837508419109,1.8717068272780248,25.0,5.0
389,1,0.4013119768771148,4.662517895e-07,0.6274746696939245,0.2609450497427872,1.370831778953591,25.0,5.0
390,1,0.4234212126881602,3.199209632e-07,0.7000000000000001,0.2190333062757029,1.853862861573954,25.0,5.0
391,1,0.4182145234111149,4.227811417e-07,0.4815012912649304,0.2586697602188383,1.800404982630042,25.0,5.0
392,1,0.4291915688199112,3.749529076e-07,0.5913863576821149,0.2297126404702599,1.6423635068017786,25.0,5.0
393,1,0.3735030418998824,4.22057398e-07,0.938225771779834,0.2874470548154905,1.8715207242545469,25.0,5.0
394,1,0.3581841192374568,6.360168018e-07,0.9199894733737856,0.130753718151005,1.3963713391593275,25.0,5.0
395,1,0.365741887853453,3.869079805e-07,0.8411790652970241,0.1763761101764183,1.4875395749502207,25.0,5.0
396,1,0.3829427582743697,3.062767901e-07,0.8050447110547363,0.2541994855479072,1.8813558450012768,25.0,5.0
397,1,0.4112111064349762,6.355257386e-07,0.4069698307191424,0.099771816118391,0.5734934456818026,25.0,5.0
398,0,0.0,0.0,0.696349381137265,0.1785985988083245,1.8773886317614117,25.0,5.0
399,1,0.4098554898826779,4.590889143e-07,0.5527442454118302,0.2317935481728802,0.4598279858705064,25.0,5.0
400,1,0.3994962008713792,3.364109019e-07,0.7171727379446272,0.2217450986410346,1.5190229347754811,25.0,5.0
401,1,0.4334639492668927,3.655907259e-07,0.5925364352670358,0.224776384036194,1.8024677840872592,25.0,5.0
402,1,0.4591462249132243,3.384851779e-07,0.4551484150813336,0.2032955478745103,1.711566575184368,25.0,5.0
403,1,0.448033453478987,3.435470199e-07,0.517437485310636,0.1263481603547491,1.820015942164135,25.0,5.0
404,1,0.3721433273031086,3.677348063e-07,0.7536277188895651,0.2813107819951596,1.7177808045646614,25.0,5.0
405,1,0.4416372427163098,3.669318278e-07,0.5751049755013538,0.2176214015653403,1.7277349729087843,25.0,5.0
406,1,0.3704667902681991,3.527777265e-07,0.8707266777692059,0.275390625,1.7994724352803677,25.0,5.0
407,1,0.4509661815490689,4.417184382e-07,0.4445944469289998,0.102578125,1.4473741981524195,25.0,5.0
408,1,0.4043016100479142,4.971190752e-07,0.5300498637403368,0.250559056408976,0.4265717404292097,25.0,5.0
409,1,0.4651939385591952,3.395508493e-07,0.4359110036950745,0.200103932648758,1.7526786920238155,25.0,5.0
410,1,0.3936761050694632,3.215986812e-07,0.7458710389529417,0.2537850845163533,1.9531411831103085,25.0,5.0
411,1,0.4334594552800017,3.732227291e-07,0.5481180042598933,0.2297126404702599,1.641033915796414,25.0,5.0
412,1,0.4570360967655233,3.416530643e-07,0.5163845569705351,0.1733565944479212,1.6195276422705756,25.0,5.0
413,1,0.3913070307563006,3.264671594e-07,0.746951291544343,0.2565014586204256,1.8797335568297304,25.0,5.0
414,1,0.4751016564829293,3.274290675e-07,0.4426123887138628,0.1734624446168098,1.596348515554773,25.0,5.0
415,1,0.3835929037551963,3.269970593e-07,0.8003179546339205,0.1760729685519936,1.8768221424520064,25.0,5.0
416,1,0.4559855582147472,3.638894708e-07,0.4723455030774327,0.2086735039410788,1.6390095881698783,25.0,5.0
417,1,0.4182204601715143,4.224838021e-07,0.4815012912649304,0.2586697602188383,1.800404982630042,25.0,5.0
418,1,0.4689598716668616,3.137153775e-07,0.4647528438342611,0.1984727223226224,1.9254306650253463,25.0,5.0
419,1,0.370271384110151,5.455037425e-07,0.8050447110547363,0.2541994855479072,0.3746603642528578,25.0,5.0
420,1,0.4611608550723329,4.16158118e-07,0.4176446634652864,0.1027004480104199,1.5528608345167343,25.0,5.0
421,0,0.0,0.0,0.525,0.1629429047090275,1.411085480393974,25.0,5.0
422,0,0.0,0.0,0.7949599302798444,0.1790734805495892,0.3804913752622053,25.0,5.0
423,1,0.4401779969996361,3.945768415e-07,0.4282633733418141,0.2411318965025486,1.8671875060900736,25.0,5.0
424,1,0.3763684551870585,3.860628329e-07,0.7478621133574812,0.1693310938228763,1.4113923437377007,25.0,5.0
425,1,0.4551075248525853,3.576007206e-07,0.4479021328357984,0.2189572210408271,1.837156493573724,25.0,5.0
426,1,0.3858371296784132,3.142611001e-07,0.8010076443487001,0.2541994855479072,1.6701548250162164,25.0,5.0
427,1,0.4828130148079517,3.027778758e-07,0.4409517189803134,0.1695578455766372,1.8857703143154287,25.0,5.0
428,1,0.4040535282933249,3.582730562e-07,0.7000000000000001,0.2500763491246185,1.9466021675340277,25.0,5.0
429,1,0.4262022572193788,3.230914634e-07,0.6860911471544228,0.2128583678726239,1.8539981857755723,25.0,5.0
430,0,0.0,0.0,0.504094879068606,0.1934964586096277,1.703331730989167,25.0,5.0
431,1,0.4115614800836655,4.446221007e-07,0.4130438254229398,0.2352415186089718,0.35234375,25.0,5.0
432,1,0.4224361095064205,5.022481572e-07,0.533368393902338,0.2129123748114468,0.3718686266541155,25.0,5.0
433,1,0.4486020709232079,4.633962871e-07,0.4312324613544779,0.1090648602566965,1.2332193072952613,25.0,5.0
434,1,0.4604247101050932,3.450253748e-07,0.448264793171598,0.196268021229868,1.6140625,25.0,5.0
435,1,0.4138102583412778,5.297930598e-07,0.5533343133547748,0.1014663537703793,1.374852253211818,25.0,5.0
436,1,0.4002582671317455,3.662706734e-07,0.7000000000000001,0.2515788731846585,1.599249766585498,25.0,5.0
437,1,0.4330651189539828,3.888094724e-07,0.5720735334249456,0.2273614168099847,1.5866350881578355,25.0,5.0
438,1,0.427154140347191,3.864050279e-07,0.6396583297004355,0.2277458215855492,1.618029708287501,25.0,5.0
439,1,0.456960077446008,3.179768058e-07,0.5430478509379911,0.1662888242107514,1.803436794670824,25.0,5.0
440,1,0.3942903708731563,2.86135567e-07,0.7553550551818754,0.2150518701086338,1.802545306308372,25.0,5.0
441,1,0.4300167573345112,3.957120032e-07,0.4683080534227182,0.2474067183487982,1.8096631655841755,25.0,5.0
442,1,0.3834750082001778,3.034364266e-07,0.7871739526422686,0.2537850845163533,1.8813558450012768,25.0,5.0
443,1,0.4795999814573473,3.425179187e-07,0.4551484150813336,0.1212045703936869,1.8035772173249385,25.0,5.0
444,1,0.3840830892417965,3.021514971e-07,0.8110033454827242,0.2509547684125302,1.8813558450012768,25.0,5.0
445,1,0.4499940893414395,4.456429971e-07,0.4433304937680808,0.1058228422264195,1.3561180980300074,25.0,5.0
446,0,0.0,0.0,0.4069892383197748,0.1749330399002903,1.90443826717327,25.0,5.0
447,1,0.3692755670730001,5.490964767e-07,0.8144931732637267,0.2541558711166004,0.3757077640480091,25.0,5.0
448,1,0.3965578979436379,5.841812693e-07,0.6545056106870244,0.177590351590842,0.5411879534854949,25.0,5.0
449,1,0.4433156892055133,4.467454937e-07,0.5249956988215727,0.1956084194514919,0.3936241110451616,25.0,5.0
450,1,0.4058200742427182,4.937962089e-07,0.4642291995343262,0.2716532303181357,1.2758984043952812,25.0,5.0
451,1,0.4575671963725987,3.523601956e-07,0.5300359921623218,0.1760729685519936,1.618029708287501,25.0,5.0
452,1,0.4008867133178113,3.218461959e-07,0.7353653378837665,0.1657266559301374,1.8726313854557373,25.0,5.0
453,1,0.4516373059487473,3.339380133e-07,0.5946839610620949,0.1973002041512706,1.9024038467165156,25.0,5.0
454,1,0.428639604198306,4.422429086e-07,0.4518761618367421,0.2088766384572633,0.2755203408231753,25.0,5.0
455,1,0.457976255986628,3.132898186e-07,0.5662046152722352,0.1801470752133335,1.8813558450012768,25.0,5.0
456,0,0.0,0.0,0.6474828422779397,0.0382017411242302,1.374852253211818,25.0,5.0
457,1,0.3518750357788621,5.1867463e-07,0.694323239955749,0.3194161913207855,1.8813558450012768,25.0,5.0
458,1,0.4650830804578671,3.428177827e-07,0.4359110036950745,0.1992716818313715,1.7500818440438706,25.0,5.0
459,1,0.4216469817845452,3.07582566e-07,0.6926785028936802,0.2000753846102415,1.9673300320885985,25.0,5.0
460,1,0.4371212667816399,4.232765194e-07,0.5440034891053059,0.2070710308449817,0.4151571971790166,25.0,5.0
461,0,0.0,0.0,0.7425901374700524,0.1780425210423339,1.572461206807808,25.0,5.0
462,1,0.4235746205078953,3.216390987e-07,0.6906271048723039,0.1994443589832219,1.88010409633743,25.0,5.0
463,1,0.4023342503089524,3.504985501e-07,0.7023300327440447,0.2078414183938568,1.4434872442380724,25.0,5.0
464,1,0.391803257559017,3.190482104e-07,0.7553550551818754,0.2537850845163533,1.8813558450012768,25.0,5.0
465,1,0.4202899436556871,4.787503872e-07,0.4647528438342611,0.1984727223226224,0.5699708225841632,25.0,5.0
466,1,0.436555565722603,4.797474831e-07,0.4245635627380469,0.0852396833165629,1.748578479008711,25.0,5.0
467,0,0.0,0.0,0.4378016678316319,0.0486662689347724,1.566114183006703,25.0,5.0
468,1,0.4587284079759645,3.495731763e-07,0.525,0.1999559325731702,1.631249335200946,25.0,5.0
469,1,0.4692587078437615,3.280319153e-07,0.4359110036950745,0.1953042500755879,1.7500818440438706,25.0,5.0
470,1,0.3882946363281786,3.06471826e-07,0.7799938177926875,0.2537850845163533,1.8353310413028276,25.0,5.0
471,1,0.3711455569219027,3.548027287e-07,0.8862245416130052,0.275390625,1.8816201840435505,25.0,5.0
472,1,0.4740035586793317,3.173509146e-07,0.4541284934859487,0.1607331180002396,1.8035772173249385,25.0,5.0
473,1,0.4577925649266781,4.397383443e-07,0.418452157076776,0.1050753155083337,1.3282908204291055,25.0,5.0
474,1,0.4012395856762383,3.780997037e-07,0.6859403966926396,0.2537850845163533,1.6675533191749592,25.0,5.0
475,1,0.4115183274664333,4.099861938e-07,0.5912786888968352,0.2537850845163533,1.8945771823859852,25.0,5.0
476,0,0.0,0.0,0.5159583169009059,0.1792712768245701,1.618029708287501,25.0,5.0
477,1,0.3749161870939458,3.263267737e-07,0.8634487719192743,0.2078429290451229,1.8629133953691728,25.0,5.0
478,1,0.4794462667495347,3.404711739e-07,0.4551484150813336,0.1212045703936869,1.8035772173249385,25.0,5.0
479,1,0.4645879318226193,3.404388312e-07,0.4359110036950745,0.200103932648758,1.7500818440438706,25.0,5.0
480,1,0.4576207753676342,3.656124688e-07,0.4554234848169216,0.2043014606268674,1.461108904813203,25.0,5.0
481,1,0.4222173888812695,4.186360166e-07,0.525,0.2467621871480567,1.6192814526572834,25.0,5.0
482,1,0.4290416812790623,3.502939619e-07,0.6565662455222886,0.1996553444702287,1.771988986939249,25.0,5.0
483,1,0.4504223326086389,3.484236589e-07,0.4819690314677459,0.2204158558171675,1.9770779581003977,25.0,5.0
484,1,0.4689530366507894,3.133807344e-07,0.4647528438342611,0.1984727223226224,1.9254306650253463,25.0,5.0
485,1,0.4796265903451222,3.114605705e-07,0.4287671332062328,0.1607331180002396,1.8035772173249385,25.0,5.0
486,1,0.4567416115730438,3.790466726e-07,0.517437485310636,0.1241082907462705,1.6178619101460607,25.0,5.0
487,1,0.4647538524657251,3.109414658e-07,0.5163845569705351,0.1801766977739648,1.8216816742867832,25.0,5.0
488,1,0.4410308560020096,4.849893175e-07,0.4484466655391526,0.0798615841132338,1.9311605142946784,25.0,5.0
489,1,0.4616643671047798,3.401223323e-07,0.454966542713779,0.196268021229868,1.6140625,25.0,5.0
490,1,0.3472222197307641,6.319249625e-07,0.6356268702865517,0.3315902861984154,1.934338206737034,25.0,5.0
491,1,0.3906582049288839,2.772708291e-07,0.775848677960479,0.2183572275893187,1.853436642344624,25.0,5.0
492,1,0.4361461662854587,4.005077838e-07,0.6094650644467923,0.2217450986410346,1.5190229347754811,25.0,5.0
493,1,0.4387800107529376,4.019247129e-07,0.4657955933812704,0.2381610192349387,1.8035772173249385,25.0,5.0
494,1,0.4379555591593795,3.470129583e-07,0.5129546742479442,0.1212045703936869,1.8035772173249385,25.0,5.0
495,0,0.0,0.0,0.4551484150813336,0.059985341302611,1.8325354322038316,25.0,5.0
496,1,0.4650830804578671,3.428177827e-07,0.4359110036950745,0.1992716818313715,1.7500818440438706,25.0,5.0
497,1,0.365699583484358,4.23570995e-07,0.9473305890282316,0.2541994855479072,1.6701548250162164,25.0,5.0
498,1,0.4224710979677267,3.261535092e-07,0.6861264049395762,0.2084391378355699,1.821713398231908,25.0,5.0
499,1,0.4075298721620347,3.499951988e-07,0.6999647422148466,0.2442330277889287,1.8538565139780472,25.0,5.0
500,1,0.4707760802643799,3.026849916e-07,0.4995229095741269,0.1801470752133335,1.8813558450012768,25.0,5.0
501,1,0.401027976523222,2.933296933e-07,0.7361220368864781,0.1931203746704989,1.8375779268137948,25.0,5.0
502,1,0.4191254923797875,5.416896827e-07,0.4479021328357984,0.0733125453709596,1.8017054998088289,25.0,5.0
503,1,0.464045251671882,3.515479839e-07,0.4551484150813336,0.1212045703936869,1.8390282110898328,25.0,5.0
504,1,0.4704092037481727,3.286108424e-07,0.4478284623590925,0.1951333525937426,1.8035772173249385,25.0,5.0
505,1,0.4604760049102394,3.637158547e-07,0.4647528438342611,0.124543940122567,1.6609822815048203,25.0,5.0
506,1,0.4598016861250729,3.667644798e-07,0.4632610807947218,0.1447434841229906,1.4113923437377007,25.0,5.0
507,1,0.4601382765555858,3.306720742e-07,0.472904505101682,0.2080866505683471,1.8044775523678,25.0,5.0
508,1,0.4621680199846157,3.18548499e-07,0.525,0.19515625,1.9731859481790024,25.0,5.0
509,1,0.3753652361234286,3.280424405e-07,0.8110033454827242,0.2509547684125302,1.6116569826077702,25.0,5.0
510,1,0.4614321414331324,3.091272081e-07,0.5283299620408911,0.1774015309908099,1.8035772173249385,25.0,5.0
511,1,0.4784825886566608,3.349981782e-07,0.4290461453335135,0.1759076684568478,1.618029708287501,25.0,5.0
512,1,0.4054762915563709,3.759917673e-07,0.6942504870146109,0.1737519224699151,1.6103942835667018,25.0,5.0
513,1,0.4719277484346023,3.121741648e-07,0.4465549629395605,0.1989536559397497,1.953147872781844,25.0,5.0
514,1,0.4644991558244191,3.37593544e-07,0.4350531507454897,0.1997106374141508,1.7483342658542724,25.0,5.0
515,1,0.4576756496555364,3.13823447e-07,0.5670627222968365,0.1805403704479406,1.8831034231893489,25.0,5.0
516,1,0.4194883568073136,3.070077989e-07,0.7158575631613493,0.2201516850542485,1.8737211133043088,25.0,5.0
517,1,0.4186199114336013,3.25555625e-07,0.6927941511422047,0.2070710308449817,1.7845371226951383,25.0,5.0
